building,floor,height,rooms,rowid,square,price
3-109,3,16,32,1комн.,40.73,6301300
3-12,3,4,32,1комн.,40.88,6237800
3-1,3,3,32,2комн.,60.9,8520100
3-14,3,4,32,2комн.,65.33,9144000
3-15,3,4,32,3комн.,88.11,11916500
3-16,3,4,32,2комн.,58.58,8199300
3-17,3,5,32,2комн.,60.9,8527900
3-2,3,3,32,3комн.,90.49,12232500
3-23,3,5,32,3комн.,88.11,11922100
3-24,3,5,32,2комн.,58.58,8203000
3-25,3,6,32,2комн.,60.9,8531800
3-29,3,6,32,1комн.,40.73,6220100
3-30,3,6,32,2комн.,65.33,9152400
3-31,3,6,32,3комн.,88.11,11927800
3-32,3,6,32,2комн.,58.58,8206800
3-3,3,3,32,1комн.,41.96,6399900
3-33,3,7,32,2комн.,60.9,8535700
3-38,3,7,32,2комн.,65.33,9156600
3-39,3,7,32,3комн.,88.11,11933500
3-41,3,8,32,2комн.,60.9,8539600
3-49,3,9,32,2комн.,60.9,8543600
3-52,3,9,32,1комн.,40.88,6250900
3-54,3,9,32,2комн.,65.33,9165000
3-57,3,10,32,2комн.,60.9,8629700
3-6,3,3,32,2комн.,65.33,9139800
3-64,3,10,32,2комн.,58.58,8301000
3-65,3,11,32,2комн.,60.9,8633700
3-66,3,11,32,3комн.,90.49,12401300
3-68,3,11,32,1комн.,40.88,6311400
3-69,3,11,32,1комн.,40.73,6288200
3-70,3,11,32,2комн.,65.33,9261700
3-71,3,11,32,3комн.,88.11,12075200
3-72,3,11,32,2комн.,58.58,8304800
3-73,3,12,32,2комн.,60.9,8637600
3-7,3,3,32,3комн.,88.11,11910800
3-76,3,12,32,1комн.,40.88,6314000
3-77,3,12,32,1комн.,40.73,6290800
3-79,3,12,32,3комн.,88.11,12080800
3-80,3,12,32,2комн.,58.58,8308500
3-81,3,13,32,2комн.,60.9,8641500
3-82,3,13,32,3комн.,90.49,12413000
3-8,3,3,32,2комн.,58.58,8195500
3-84,3,13,32,1комн.,40.88,6316600
3-85,3,13,32,1комн.,40.73,6293500
3-86,3,13,32,2комн.,65.33,9270100
3-87,3,13,32,3комн.,88.11,12086500
3-88,3,13,32,2комн.,58.58,8312300
3-89,3,14,32,2комн.,60.9,8645400
3-93,3,14,32,1комн.,40.73,6296100
3-9,3,4,32,2комн.,60.9,8524000
3-97,3,15,32,2комн.,60.9,8649300
4-10,4,4,23,3комн.,88.21,11930000
4-105,4,16,23,2комн.,61.03,8711000
4-112,4,16,23,2комн.,58.66,8372700
4-1,4,3,23,2комн.,61.03,8538200
4-15,4,4,23,3комн.,87.99,11900300
4-16,4,4,23,2комн.,58.66,8210400
4-17,4,5,23,2комн.,61.03,8546100
4-23,4,5,23,3комн.,87.99,11905900
4-2,4,3,23,3комн.,88.21,11924300
4-24,4,5,23,2комн.,58.66,8214200
4-25,4,6,23,2комн.,61.03,8550000
4-32,4,6,23,2комн.,58.66,8218000
4-33,4,7,23,2комн.,61.03,8553900
4-41,4,8,23,2комн.,61.03,8557900
4-4,4,3,23,1комн.,40.81,6224400
4-48,4,8,23,2комн.,58.66,8225500
4-49,4,9,23,2комн.,61.03,8561800
4-5,4,3,23,1комн.,40.66,6201600
4-56,4,9,23,2комн.,58.66,8229300
4-57,4,10,23,2комн.,61.03,8687400
4-63,4,10,23,3комн.,87.99,12109700
4-6,4,3,23,2комн.,65.34,9141200
4-64,4,10,23,2комн.,58.66,8350100
4-65,4,11,23,2комн.,61.03,8691300
4-66,4,11,23,3комн.,88.21,12145600
4-71,4,11,23,3комн.,87.99,12115300
4-72,4,11,23,2комн.,58.66,8353800
4-73,4,12,23,2комн.,61.03,8695300
4-7,4,3,23,3комн.,87.99,11894600
4-79,4,12,23,3комн.,87.99,12121000
4-81,4,13,23,2комн.,61.03,8699200
4-82,4,13,23,3комн.,88.21,12157000
4-8,4,3,23,2комн.,58.66,8206700
4-86,4,13,23,2комн.,65.34,9313500
4-87,4,13,23,3комн.,87.99,12126600
4-88,4,13,23,2комн.,58.66,8361400
4-89,4,14,23,2комн.,61.03,8703100
4-9,4,4,23,2комн.,61.03,8542200
4-95,4,14,23,3комн.,87.99,12132300
4-96,4,14,23,2комн.,58.66,8365100
4-97,4,15,23,2комн.,61.03,8707100
4-98,4,15,23,3комн.,88.21,12168300
5-103,5,15,23,2комн.,65.07,9283400
5-10,5,4,23,2комн.,62.48,8745100
5-111,5,16,23,2комн.,65.07,9287600
5-11,5,4,23,2комн.,69.44,10032000
5-119,5,17,23,2комн.,65.07,9346200
5-120,5,17,23,1комн.,45.12,7050100
5-127,5,18,23,2комн.,65.07,9350400
5-128,5,18,23,1комн.,45.12,7053100
5-13,5,4,23,1комн.,40.46,6173700
5-135,5,19,23,2комн.,65.07,9354600
5-136,5,19,23,1комн.,45.12,7056000
5-143,5,20,23,2комн.,65.07,9358800
5-144,5,20,23,1комн.,45.12,7058900
5-14,5,4,23,1комн.,40.46,6173700
5-151,5,21,23,2комн.,65.07,9363000
5-152,5,21,23,1комн.,45.12,7061800
5-1,5,3,23,2комн.,62.48,8741100
5-15,5,4,23,1комн.,41.65,6355200
5-159,5,22,23,2комн.,65.07,9429900
5-160,5,22,23,1комн.,45.12,7108200
5-167,5,23,23,2комн.,65.07,10790200
5-168,5,23,23,1комн.,45.12,7723500
5-17,5,4,23,2комн.,65.97,9233600
5-19,5,5,23,2комн.,62.48,8749100
5-20,5,5,23,2комн.,69.44,10036400
5-2,5,3,23,2комн.,69.44,10027500
5-26,5,5,23,2комн.,65.97,9237800
5-28,5,6,23,2комн.,62.48,8753200
5-29,5,6,23,2комн.,69.44,10040900
5-35,5,6,23,2комн.,65.97,9242100
5-38,5,7,23,2комн.,69.44,10045300
5-44,5,7,23,2комн.,65.97,9246300
5-4,5,3,23,1комн.,40.46,6171100
5-46,5,8,23,2комн.,62.48,8761200
5-6,5,3,23,1комн.,41.65,6352600
5-71,5,11,23,2комн.,65.07,9266700
5-7,5,3,23,2комн.,60.22,8386200
5-79,5,12,23,2комн.,65.07,9270900
5-80,5,12,23,1комн.,45.12,6997900
5-8,5,3,23,2комн.,65.97,9229400
5-87,5,13,23,2комн.,65.07,9275100
5-88,5,13,23,1комн.,45.12,7000800
5-9,5,3,23,1комн.,37.43,5733000
5-95,5,14,23,2комн.,65.07,9279200
5-96,5,14,23,1комн.,45.12,7003700
