building,floor,height,rooms,rowid,square,price
2-126,2,16,32,1комн.,38.79,6278100
2-128,2,18,32,2комн.,68.64,10402000
2-131,2,18,32,2комн.,63.24,9502300
2-132,2,18,32,2комн.,64.5,9691700
2-134,2,18,32,1комн.,38.8,6294700
2-137,2,19,32,2комн.,68.64,10401200
2-140,2,19,32,2комн.,63.24,9501500
2-144,2,19,32,1комн.,38.79,6292600
2-15,2,4,32,2комн.,64.5,9484200
2-161,2,21,32,1комн.,38.8,6300200
2-172,2,23,32,2комн.,58.34,9467800
2-17,2,4,32,1комн.,38.8,6194900
2-173,2,23,32,2комн.,68.64,11271800
2-174,2,23,32,2комн.,60.66,9883300
2-176,2,23,32,2комн.,63.24,10303700
2-177,2,23,32,2комн.,64.5,10509000
2-178,2,23,32,3комн.,86.25,13645500
2-179,2,23,32,1комн.,38.8,6504400
2-180,2,23,32,1комн.,38.79,6502700
2-181,2,24,32,2комн.,58.34,9583400
2-182,2,24,32,2комн.,68.64,11407800
2-18,2,4,32,1комн.,38.79,6193300
2-183,2,24,32,2комн.,60.66,10003500
2-185,2,24,32,2комн.,63.24,10429000
2-186,2,24,32,2комн.,64.5,10636800
2-187,2,24,32,3комн.,86.25,13816400
2-188,2,24,32,1комн.,38.8,6581200
2-189,2,24,32,1комн.,38.79,6579500
2-190,2,25,32,2комн.,58.34,9699000
2-191,2,25,32,2комн.,68.64,11543800
2-192,2,25,32,2комн.,60.66,10123700
2-193,2,25,32,1комн.,38.59,6646900
2-194,2,25,32,2комн.,63.24,10554300
2-195,2,25,32,2комн.,64.5,10764600
2-196,2,25,32,3комн.,86.25,13987300
2-197,2,25,32,1комн.,38.8,6658100
2-198,2,25,32,1комн.,38.79,6656400
2-199,2,26,32,2комн.,58.34,9852100
2-200,2,26,32,2комн.,68.64,11723900
2-201,2,26,32,2комн.,60.66,10282900
2-202,2,26,32,1комн.,38.59,6748200
2-20,2,5,32,2комн.,68.64,10181300
2-203,2,26,32,2комн.,63.24,10720200
2-204,2,26,32,2комн.,64.5,10933800
2-205,2,26,32,3комн.,86.25,14213600
2-206,2,26,32,1комн.,38.8,6759900
2-207,2,26,32,1комн.,38.79,6758200
2-208,2,27,32,2комн.,58.34,9967700
2-209,2,27,32,2комн.,68.64,11859900
2-210,2,27,32,2комн.,60.66,10403100
2-211,2,27,32,1комн.,38.59,6824600
2-212,2,27,32,2комн.,63.24,10845500
2-213,2,27,32,2комн.,64.5,11061600
2-215,2,27,32,1комн.,38.8,6836800
2-216,2,27,32,1комн.,38.79,6835000
2-217,2,28,32,2комн.,58.34,10083200
2-218,2,28,32,2комн.,68.64,11995900
2-219,2,28,32,2комн.,60.66,10523200
2-220,2,28,32,1комн.,38.59,6901100
2-221,2,28,32,2комн.,63.24,10970800
2-222,2,28,32,2комн.,64.5,11189400
2-223,2,28,32,3комн.,86.25,14555400
2-2,2,3,32,2комн.,68.64,10176900
2-224,2,28,32,1комн.,38.8,6913700
2-225,2,28,32,1комн.,38.79,6911900
2-226,2,29,32,2комн.,58.34,10198800
2-227,2,29,32,2комн.,68.64,12131900
2-228,2,29,32,2комн.,60.66,10643400
2-229,2,29,32,1комн.,38.59,6977500
2-230,2,29,32,2комн.,63.24,11096100
2-231,2,29,32,2комн.,64.5,11317200
2-232,2,29,32,3комн.,86.25,14726200
2-233,2,29,32,1комн.,38.8,6990500
2-234,2,29,32,1комн.,38.79,6988700
2-235,2,30,32,2комн.,58.34,10314400
2-236,2,30,32,2комн.,68.64,12267900
2-237,2,30,32,2комн.,60.66,10763600
2-238,2,30,32,1комн.,38.59,7054000
2-239,2,30,32,2комн.,63.24,11221400
2-240,2,30,32,2комн.,64.5,11445000
2-241,2,30,32,3комн.,86.25,14897100
2-242,2,30,32,1комн.,38.8,7067400
2-243,2,30,32,1комн.,38.79,7065600
2-244,2,31,32,2комн.,58.34,10430000
2-245,2,31,32,2комн.,68.64,12403900
2-246,2,31,32,2комн.,60.66,10883800
2-247,2,31,32,1комн.,38.59,7130400
2-248,2,31,32,2комн.,63.24,11346700
2-249,2,31,32,2комн.,64.5,11572800
2-250,2,31,32,3комн.,86.25,15068000
2-251,2,31,32,1комн.,38.8,7144300
2-252,2,31,32,1комн.,38.79,7142400
2-253,2,32,32,2комн.,58.34,10661100
2-254,2,32,32,2комн.,68.64,12675800
2-255,2,32,32,2комн.,60.66,11124100
2-256,2,32,32,1комн.,38.59,7283300
2-257,2,32,32,2комн.,63.24,11597200
2-258,2,32,32,2комн.,64.5,11828300
2-259,2,32,32,3комн.,86.25,15409700
2-260,2,32,32,1комн.,38.8,7298000
2-261,2,32,32,1комн.,38.79,7296100
2-29,2,6,32,2комн.,68.64,10181300
2-5,2,3,32,2комн.,63.24,9294900
2-8,2,3,32,1комн.,38.8,6192400
2-99,2,13,32,1комн.,38.79,6218300
3-101,3,15,32,1комн.,40.73,6612600
3-102,3,15,32,2комн.,65.33,9736500
3-10,3,4,32,3комн.,90.49,12865800
3-12,3,4,32,1комн.,40.88,6551200
3-126,3,19,32,2комн.,63.93,9610100
3-133,3,20,32,2комн.,63.93,9614200
3-1,3,3,32,2комн.,60.9,8945500
3-140,3,21,32,2комн.,63.93,9618400
3-14,3,4,32,2комн.,65.33,9599500
3-146,3,22,32,2комн.,69.36,10439800
3-153,3,23,32,2комн.,69.36,11269600
3-15,3,4,32,3комн.,88.11,12527400
3-154,3,23,32,2комн.,63.93,10387300
3-160,3,24,32,2комн.,69.36,11412400
3-161,3,24,32,2комн.,63.93,10518900
3-16,3,4,32,2комн.,58.58,8607700
3-167,3,25,32,2комн.,69.36,11555100
3-168,3,25,32,2комн.,63.93,10650500
3-17,3,5,32,2комн.,60.9,8952500
3-174,3,26,32,2комн.,69.36,11742500
3-175,3,26,32,2комн.,63.93,10782100
3-181,3,27,32,2комн.,69.36,11885300
3-182,3,27,32,2комн.,63.93,10913700
3-188,3,28,32,2комн.,69.36,12028000
3-189,3,28,32,2комн.,63.93,11045300
3-195,3,29,32,2комн.,69.36,12170800
3-196,3,29,32,2комн.,63.93,11176900
3-202,3,30,32,2комн.,69.36,12313600
3-203,3,30,32,2комн.,63.93,11308500
3-209,3,31,32,2комн.,69.36,12456300
3-210,3,31,32,2комн.,63.93,11440100
3-21,3,5,32,1комн.,40.73,6529800
3-216,3,32,32,2комн.,69.36,12670500
3-217,3,32,32,2комн.,63.93,11637400
3-2,3,3,32,3комн.,90.49,12861200
3-23,3,5,32,3комн.,88.11,12533100
3-24,3,5,32,2комн.,58.58,8611500
3-25,3,6,32,2комн.,60.9,8956400
3-29,3,6,32,1комн.,40.73,6532400
3-30,3,6,32,2комн.,65.33,9608000
3-31,3,6,32,3комн.,88.11,12538800
3-32,3,6,32,2комн.,58.58,8615200
3-3,3,3,32,1комн.,41.96,6722100
3-33,3,7,32,2комн.,60.9,8960400
3-38,3,7,32,2комн.,65.33,9612200
3-39,3,7,32,3комн.,88.11,12544400
3-41,3,8,32,2комн.,60.9,8964300
3-49,3,9,32,2комн.,60.9,8964300
3-52,3,9,32,1комн.,40.88,6561700
3-54,3,9,32,2комн.,65.33,9616400
3-57,3,10,32,2комн.,60.9,9048900
3-6,3,3,32,2комн.,65.33,9596200
3-64,3,10,32,2комн.,58.58,8704200
3-65,3,11,32,2комн.,60.9,9052800
3-68,3,11,32,1комн.,40.88,6621100
3-69,3,11,32,1комн.,40.73,6596800
3-70,3,11,32,2комн.,65.33,9711300
3-72,3,11,32,2комн.,58.58,8707900
3-73,3,12,32,2комн.,60.9,9060600
3-7,3,3,32,3комн.,88.11,12522900
3-76,3,12,32,1комн.,40.88,6626400
3-77,3,12,32,1комн.,40.73,6602100
3-79,3,12,32,3комн.,88.11,12689500
3-80,3,12,32,2комн.,58.58,8715500
3-81,3,13,32,2комн.,60.9,9064600
3-8,3,3,32,2комн.,58.58,8604700
3-84,3,13,32,1комн.,40.88,6629000
3-85,3,13,32,1комн.,40.73,6604700
3-86,3,13,32,2комн.,65.33,9723900
3-87,3,13,32,3комн.,88.11,12695200
3-88,3,13,32,2комн.,58.58,8719200
3-89,3,14,32,2комн.,60.9,9072400
3-93,3,14,32,1комн.,40.73,6609900
3-9,3,4,32,2комн.,60.9,8948600
3-97,3,15,32,2комн.,60.9,9076300
4-10,4,4,23,3комн.,88.21,12565500
4-113,4,17,23,2комн.,64.08,9682100
4-114,4,17,23,1комн.,45.75,7490000
4-120,4,18,23,2комн.,64.08,9686300
4-127,4,19,23,2комн.,64.08,9690400
4-128,4,19,23,1комн.,45.75,7495800
4-141,4,21,23,2комн.,64.08,9698600
4-142,4,21,23,1комн.,45.75,7501700
4-1,4,3,23,2комн.,61.03,8977900
4-148,4,22,23,2комн.,64.08,9702800
4-15,4,4,23,3комн.,87.99,12534100
4-155,4,23,23,2комн.,64.08,10729100
4-156,4,23,23,1комн.,45.75,7904900
4-17,4,5,23,2комн.,61.03,8985800
4-23,4,5,23,3комн.,87.99,12539800
4-2,4,3,23,3комн.,88.21,12559800
4-24,4,5,23,2комн.,58.66,8636800
4-25,4,6,23,2комн.,61.03,8989700
4-32,4,6,23,2комн.,58.66,8640600
4-33,4,7,23,2комн.,61.03,8993600
4-41,4,8,23,2комн.,61.03,8997500
4-4,4,3,23,1комн.,40.81,6518400
4-48,4,8,23,2комн.,58.66,8648100
4-49,4,9,23,2комн.,61.03,9001500
4-5,4,3,23,1комн.,40.66,6494500
4-56,4,9,23,2комн.,58.66,8651900
4-57,4,10,23,2комн.,61.03,9134900
4-63,4,10,23,3комн.,87.99,12754900
4-6,4,3,23,2комн.,65.34,9611900
4-64,4,10,23,2комн.,58.66,8780200
4-65,4,11,23,2комн.,61.03,9138900
4-66,4,11,23,3комн.,88.21,12792400
4-72,4,11,23,2комн.,58.66,8784000
4-73,4,12,23,2комн.,61.03,9142800
4-7,4,3,23,3комн.,87.99,12528500
4-79,4,12,23,3комн.,87.99,12766200
4-81,4,13,23,2комн.,61.03,9146700
4-82,4,13,23,3комн.,88.21,12803800
4-8,4,3,23,2комн.,58.66,8629300
4-87,4,13,23,3комн.,87.99,12771900
4-88,4,13,23,2комн.,58.66,8791500
4-89,4,14,23,2комн.,61.03,9150600
4-9,4,4,23,2комн.,61.03,8981800
4-95,4,14,23,3комн.,87.99,12777500
4-96,4,14,23,2комн.,58.66,8795300
4-97,4,15,23,2комн.,61.03,9154600
5-103,5,15,23,2комн.,65.07,9777300
5-10,5,4,23,2комн.,62.48,9203300
5-111,5,16,23,2комн.,65.07,9781500
5-11,5,4,23,2комн.,69.44,10541100
5-119,5,17,23,2комн.,65.07,9844300
5-120,5,17,23,1комн.,45.12,7395500
5-127,5,18,23,2комн.,65.07,9848500
5-128,5,18,23,1комн.,45.12,7398400
5-13,5,4,23,1комн.,40.46,6470400
5-135,5,19,23,2комн.,65.07,9852700
5-136,5,19,23,1комн.,45.12,7401300
5-143,5,20,23,2комн.,65.07,9861000
5-144,5,20,23,1комн.,45.12,7407100
5-14,5,4,23,1комн.,40.46,6470400
5-151,5,21,23,2комн.,65.07,9865200
5-152,5,21,23,1комн.,45.12,7410000
5-1,5,3,23,2комн.,62.48,9199300
5-15,5,4,23,1комн.,41.65,6660700
5-159,5,22,23,2комн.,65.07,9869400
5-160,5,22,23,1комн.,45.12,7412900
5-167,5,23,23,2комн.,65.07,10790200
5-168,5,23,23,1комн.,45.12,7723500
5-17,5,4,23,2комн.,65.97,9717400
5-19,5,5,23,2комн.,62.48,9207300
5-20,5,5,23,2комн.,69.44,10545600
5-2,5,3,23,2комн.,69.44,10536700
5-26,5,5,23,2комн.,65.97,9721600
5-28,5,6,23,2комн.,62.48,9211300
5-29,5,6,23,2комн.,69.44,10550100
5-35,5,6,23,2комн.,65.97,9725800
5-38,5,7,23,2комн.,69.44,10554500
5-44,5,7,23,2комн.,65.97,9730100
5-4,5,3,23,1комн.,40.46,6467800
5-46,5,8,23,2комн.,62.48,9219400
5-6,5,3,23,1комн.,41.65,6658000
5-71,5,11,23,2комн.,65.07,9760600
5-7,5,3,23,2комн.,60.22,8827800
5-79,5,12,23,2комн.,65.07,9764800
5-80,5,12,23,1комн.,45.12,7340400
5-8,5,3,23,2комн.,65.97,9713100
5-87,5,13,23,2комн.,65.07,9768900
5-88,5,13,23,1комн.,45.12,7343300
5-9,5,3,23,1комн.,37.43,6007500
5-95,5,14,23,2комн.,65.07,9773100
5-96,5,14,23,1комн.,45.12,7346200
